Date,1M,2M,3M,4M,5M,6M,7M,8M,9M,10M,11M,12M,13M,14M,15M,16M,17M,18M,19M,20M,21M,22M,23M,24M,25M,26M,27M,28M,29M,30M,31M,32M,33M,34M,35M,36M,37M,38M,39M,40M,41M,42M,43M,44M,45M,46M,47M,48M,49M,50M,51M,52M,53M,54M,55M,56M,57M,58M,59M,60M
06/07/2017,0.221909601,0.239157393,0.255345057,0.270924547,0.286285109,0.301232613,0.315554767,0.329158157,0.342024551,0.354202863,0.365775237,0.376825618,0.387429247,0.397649395,0.407536113,0.417129905,0.426464546,0.435568944,0.444468411,0.453185383,0.461739907,0.470150159,0.47843285,0.486603535,0.494676798,0.502665918,0.510582515,0.518436793,0.526237778,0.533993517,0.541711235,0.549397465,0.557058151,0.564698734,0.572324227,0.579939273,0.587548173,0.595154706,0.602761959,0.610372385,0.617987885,0.625609871,0.633239325,0.640876846,0.648522693,0.656176822,0.663838919,0.671508428,0.679184579,0.686866459,0.694553083,0.702243399,0.709936303,0.717630636,0.725325193,0.733018727,0.740709953,0.748397547,0.756080156,0.763756395
07/07/2017,0.221569853,0.235944855,0.249164141,0.26233531,0.275830756,0.28946437,0.302987653,0.316191364,0.328901198,0.341016102,0.352507694,0.363392883,0.37371878,0.383547804,0.392937725,0.401941479,0.410608595,0.418986139,0.427119141,0.435048429,0.442808797,0.450430088,0.457938275,0.465356263,0.472704459,0.480000694,0.487260132,0.494495689,0.501718418,0.508937824,0.51616211,0.523398383,0.530652818,0.537930798,0.545237023,0.552575607,0.559950135,0.567363429,0.574817336,0.582312824,0.589850082,0.597428618,0.605047336,0.612704604,0.620398316,0.628125943,0.635884574,0.643670962,0.65148157,0.659312811,0.667161265,0.675023689,0.682896995,0.690778242,0.698664616,0.706553423,0.714442079,0.722328096,0.730209078,0.738082712
10/07/2017,0.222982306,0.236352452,0.248443279,0.260844556,0.273999246,0.287707847,0.301589107,0.315224657,0.328229666,0.340383327,0.351651727,0.362104502,0.371879004,0.381122995,0.389949778,0.398445336,0.406676363,0.414695626,0.422545541,0.430259756,0.437864167,0.445378569,0.452817986,0.460193663,0.467513898,0.4747854,0.482014347,0.489206548,0.496367505,0.503502466,0.510616465,0.517714357,0.524800842,0.53188049,0.53895776,0.546037015,0.553122506,0.560218086,0.567326934,0.574451613,0.58159414,0.588756056,0.595938478,0.603142149,0.610367478,0.617614577,0.624883295,0.632173239,0.639483808,0.646814236,0.654163637,0.661531026,0.668915322,0.676315363,0.683729908,0.691157648,0.69859721,0.706047163,0.713506022,0.720972254
11/07/2017,0.222166564,0.235483433,0.247259799,0.259111168,0.271444907,0.284071736,0.29668232,0.308984389,0.320746656,0.331856683,0.342307256,0.352146436,0.361465005,0.370363987,0.378924766,0.387212872,0.395282644,0.403180342,0.410946076,0.418613008,0.426206526,0.433745768,0.441244974,0.448714512,0.456161701,0.46359196,0.4710097,0.478418549,0.485821489,0.49322096,0.500618954,0.508017079,0.515416618,0.522818582,0.53022374,0.537632662,0.545045738,0.552463192,0.559885088,0.567311347,0.574741765,0.582176028,0.589613723,0.597054354,0.604497345,0.611942054,0.619387778,0.626833756,0.634279184,0.641723256,0.649165207,0.656604317,0.664039906,0.671471328,0.678897971,0.686319253,0.693734618,0.701143536,0.708545497,0.715940015
12/07/2017,0.221079284,0.232439267,0.244587059,0.258140026,0.272774554,0.287819562,0.302685887,0.316914495,0.330200443,0.342444725,0.353711122,0.364139145,0.373903765,0.383172293,0.39206684,0.400674909,0.409059568,0.417266239,0.425327384,0.433266328,0.441100148,0.448841186,0.456498071,0.464076498,0.47157991,0.47901097,0.486372709,0.493668543,0.500902211,0.508077718,0.515199296,0.522271364,0.529298502,0.536285428,0.543236976,0.550158083,0.557053748,0.563928718,0.570787175,0.577632767,0.584468676,0.59129767,0.598122154,0.604944211,0.611765637,0.618587972,0.625412526,0.632240408,0.639072539,0.645909662,0.652752342,0.659600987,0.666455856,0.673317078,0.680184662,0.687058506,0.693938412,0.700824088,0.707715158,0.714611173
13/07/2017,0.221708772,0.233987832,0.246991447,0.26135376,0.276466212,0.291451694,0.305764474,0.31916603,0.331609514,0.343179287,0.35401137,0.36424448,0.374003875,0.383390842,0.392479259,0.401323207,0.409962788,0.418428012,0.426741505,0.434921038,0.44298147,0.450935495,0.458794113,0.46656698,0.474262678,0.481888857,0.489452347,0.496959296,0.504415288,0.511825436,0.51919446,0.526526746,0.533826399,0.541097282,0.548343053,0.55556719,0.562773008,0.569963521,0.577141326,0.58430864,0.591467341,0.598619014,0.605764983,0.61290634,0.620043971,0.62717858,0.634310705,0.64144074,0.648568946,0.655695472,0.662820375,0.669943626,0.677065122,0.684184689,0.69130209,0.698417032,0.705529171,0.712638112,0.719743418,0.726844613
14/07/2017,0.223173949,0.235298205,0.247907749,0.261924042,0.276823477,0.2917999,0.306305449,0.320027893,0.332828183,0.344713071,0.355775132,0.366138057,0.375937319,0.385300209,0.39432237,0.403074887,0.411611516,0.419973496,0.428192837,0.436294579,0.444298399,0.452219828,0.460071144,0.467862059,0.475600246,0.483291963,0.490942547,0.498556609,0.506138152,0.513690678,0.521217262,0.528720627,0.536203191,0.543667113,0.551114334,0.558546601,0.565965493,0.573372386,0.580768414,0.588154502,0.595531381,0.602899622,0.610259645,0.617611742,0.62495609,0.632292764,0.639621745,0.646942932,0.654256154,0.661561212,0.668857918,0.676146099,0.683425595,0.690696258,0.697957951,0.705210548,0.712453929,0.719687985,0.726912614,0.734127719
17/07/2017,0.228209456,0.240952265,0.252991939,0.266047836,0.279725216,0.293368184,0.306537559,0.318975505,0.330571049,0.341370329,0.351505354,0.361111835,0.37028925,0.379099027,0.38759083,0.39580767,0.403787858,0.411566309,0.419175301,0.426643452,0.433994813,0.441249726,0.448425633,0.455537676,0.462599125,0.469621327,0.476613675,0.483583924,0.490538471,0.497482582,0.504420576,0.511355972,0.518291608,0.525229745,0.532172146,0.539120149,0.546074727,0.553036606,0.560006376,0.566984511,0.573971384,0.580967279,0.587972401,0.594986888,0.602010813,0.609044197,0.616087009,0.623139176,0.630200581,0.637271041,0.644350268,0.651437881,0.658533412,0.665636311,0.672745961,0.679861675,0.686982711,0.694108269,0.701237501,0.708369513
18/07/2017,0.223110862,0.231633278,0.240550468,0.251018681,0.262304918,0.273598726,0.284473666,0.294769307,0.304473723,0.313650264,0.322382854,0.330738792,0.338774811,0.346542193,0.354080672,0.361421279,0.368588898,0.37560398,0.382483771,0.38924393,0.395899764,0.402466399,0.408958816,0.415391881,0.421780264,0.428137348,0.434474382,0.440800767,0.447124375,0.453451803,0.459788581,0.466139336,0.472507929,0.478897569,0.485310906,0.491750109,0.498216927,0.504712725,0.51123851,0.517794967,0.524382503,0.53100128,0.537651239,0.544332132,0.551043536,0.557784877,0.564555443,0.571354402,0.578180813,0.58503367,0.591911951,0.598814615,0.605740613,0.612688881,0.619658348,0.62664793,0.633656536,0.640683068,0.647726418,0.654785474
19/07/2017,0.223854113,0.232532497,0.241070412,0.251032255,0.261653587,0.272162984,0.282254517,0.291881287,0.301065371,0.309824262,0.318182525,0.326174795,0.333846758,0.341247257,0.348415451,0.355382763,0.362175152,0.368814632,0.375320341,0.381709697,0.387999346,0.394205405,0.400343573,0.406429219,0.412477344,0.418501517,0.424513057,0.430521339,0.436534125,0.442557837,0.448597772,0.454658278,0.460742897,0.466854483,0.472995302,0.479167113,0.485371237,0.491608614,0.497879856,0.504185288,0.510524981,0.516898785,0.523306351,0.529747159,0.53622053,0.54272565,0.549261581,0.555827273,0.562421583,0.569043329,0.575691346,0.582364491,0.589061639,0.595781682,0.602523527,0.609286094,0.616068319,0.622869146,0.629687533,0.636522444
20/07/2017,0.22617667,0.234918255,0.243317205,0.253380239,0.264274013,0.275050637,0.285215532,0.294596799,0.303226381,0.311262972,0.318898106,0.326305055,0.333592294,0.340806926,0.347972624,0.355098754,0.362184579,0.369222073,0.376198186,0.383100856,0.389924176,0.396667595,0.403334748,0.409932589,0.416470615,0.422959004,0.429406958,0.435822714,0.442213711,0.448586725,0.454947971,0.461303197,0.467657749,0.474016635,0.480384568,0.486766013,0.493165192,0.499585833,0.506030937,0.512502838,0.519003288,0.525533522,0.53209432,0.53868606,0.545308761,0.551962122,0.558645555,0.56535822,0.572099051,0.578866853,0.585660395,0.592478418,0.599319638,0.60618275,0.613066428,0.619969327,0.626890086,0.633827329,0.640779666,0.647745693
21/07/2017,0.226376153,0.234343319,0.242630762,0.252719408,0.263627344,0.274337711,0.284371924,0.293610323,0.302133623,0.310112901,0.317720849,0.325095458,0.332301381,0.339344948,0.34622951,0.352960503,0.35954483,0.365990458,0.372306245,0.378503038,0.384594601,0.39059709,0.396528532,0.40240844,0.408257322,0.414094281,0.419934995,0.425792103,0.431675733,0.437593918,0.443552936,0.449557582,0.455611395,0.461716841,0.467875465,0.474088025,0.480354597,0.486674753,0.493047712,0.499472392,0.505947446,0.512471294,0.519042151,0.525658048,0.532316855,0.539016298,0.545753973,0.552527361,0.559333845,0.5661708,0.573035681,0.579926017,0.586839413,0.593773533,0.600726104,0.607694903,0.614677757,0.621672536,0.628677154,0.635689557
24/07/2017,0.229839562,0.237976685,0.246642693,0.256922022,0.267861417,0.278560106,0.288602328,0.297876914,0.306428369,0.314382054,0.32187788,0.329031572,0.33591868,0.342583628,0.349060776,0.355378621,0.361561522,0.367630853,0.373605823,0.379504506,0.385344623,0.391143672,0.39691898,0.402687736,0.408466857,0.414271301,0.420112768,0.426000128,0.431939914,0.437936708,0.443993458,0.450111733,0.45629193,0.462533449,0.468834834,0.475193893,0.481607819,0.488073566,0.494588183,0.501148832,0.507752774,0.514397357,0.521080006,0.527798215,0.53454954,0.541331588,0.548142018,0.554978529,0.561838865,0.568720863,0.575622504,0.582541915,0.589477349,0.596427176,0.603389873,0.610364011,0.617348251,0.624341334,0.631342073,0.63834935
25/07/2017,0.2303636,0.238055946,0.246705695,0.257078969,0.268255098,0.279424531,0.290231733,0.300527055,0.310265887,0.319479716,0.328230041,0.336578289,0.344591945,0.352337799,0.359867897,0.367222836,0.374435136,0.381531477,0.38853424,0.395462515,0.402332832,0.409159729,0.415956192,0.422733973,0.429503788,0.436274952,0.443055102,0.449850449,0.45666602,0.463505862,0.470373193,0.477270539,0.48419983,0.491162496,0.498159535,0.50519157,0.512258903,0.519361538,0.526499192,0.533671333,0.540877208,0.548115871,0.555386203,0.562686932,0.570016654,0.577373841,0.584756859,0.592163978,0.599593385,0.607043235,0.614511711,0.621997021,0.629497401,0.637011108,0.644536421,0.652071637,0.65961507,0.667165053,0.674719929,0.682278057
26/07/2017,0.226106793,0.233179523,0.241728059,0.252085869,0.263104805,0.273836498,0.283903813,0.293232653,0.301907232,0.310079358,0.317900296,0.325497417,0.33294746,0.340281809,0.347519395,0.35467237,0.361748097,0.368750486,0.375681068,0.38254212,0.389339585,0.396082607,0.402782837,0.40945391,0.41611086,0.422767864,0.42943648,0.436125952,0.442843607,0.449595175,0.456385043,0.463216472,0.47009176,0.477012388,0.483979137,0.490992184,0.498051183,0.505155361,0.512303595,0.519494461,0.526726268,0.53399709,0.541304796,0.548647072,0.55602144,0.563425276,0.570855829,0.578310228,0.58578551,0.593278742,0.600787139,0.608308064,0.615839011,0.623377597,0.630921547,0.638468684,0.646016926,0.653564271,0.661108795,0.668648642
27/07/2017,0.221398211,0.226838739,0.235118701,0.245176364,0.255651389,0.265608393,0.274753436,0.283109103,0.290826193,0.298083581,0.305025526,0.311752735,0.318331037,0.324803237,0.331198563,0.337537082,0.343832395,0.350093429,0.356325828,0.362534866,0.368727927,0.374914286,0.381104698,0.387311088,0.393546193,0.399821752,0.40614686,0.412528249,0.41897069,0.425477325,0.432049927,0.438689113,0.445394523,0.452164959,0.458998509,0.465892642,0.472844309,0.47985016,0.486906745,0.494010541,0.50115796,0.508345361,0.51556905,0.522825289,0.530110304,0.537420284,0.544751385,0.552099739,0.559461463,0.56683284,0.574210472,0.581591277,0.588972452,0.596351451,0.603725958,0.611093873,0.618453285,0.625802463,0.633139833,0.640463974
28/07/2017,0.223209913,0.227815514,0.236137145,0.24699162,0.258623435,0.269807088,0.28009493,0.289430984,0.297943635,0.305826432,0.313257514,0.320376088,0.327278421,0.33402561,0.340659456,0.347209037,0.353694445,0.360129286,0.366522516,0.372881207,0.379212689,0.385524662,0.391825116,0.39812227,0.404424476,0.41073958,0.417074388,0.423434791,0.42982592,0.436252277,0.442717833,0.449226112,0.455780259,0.462383095,0.469037165,0.475744773,0.48250799,0.48932833,0.496206464,0.503142282,0.510134995,0.51718321,0.524285005,0.531437987,0.538639343,0.54588589,0.553174109,0.560500184,0.567860046,0.575249595,0.582664905,0.590102232,0.597557991,0.605028746,0.612511192,0.62000215,0.627498548,0.634997418,0.642495883,0.649991152
31/07/2017,0.224629156,0.229788902,0.238441872,0.2493369,0.261147994,0.272958983,0.284322911,0.295020225,0.304983061,0.314257477,0.322948897,0.331173826,0.339042713,0.346647318,0.354053738,0.361309304,0.368448096,0.375494625,0.382466453,0.38937714,0.396238481,0.403061038,0.409854406,0.416627416,0.423388247,0.430144123,0.436901084,0.44366416,0.450437545,0.457224735,0.464028641,0.470851684,0.477695865,0.484562826,0.491453907,0.498370183,0.505312492,0.512281377,0.519277025,0.526299305,0.533347801,0.540421853,0.54752058,0.554642908,0.561787589,0.568953224,0.576138275,0.583341081,0.590559875,0.597792853,0.605038251,0.612294348,0.619559463,0.626831953,0.634110205,0.641392637,0.648677694,0.655963848,0.66324959,0.670533436
01/08/2017,0.22941111,0.235570219,0.244897886,0.256507576,0.268988774,0.281322422,0.292997874,0.303783144,0.31365872,0.322756562,0.331272267,0.3393995,0.347268579,0.35494394,0.362465311,0.369857446,0.377134527,0.3843031,0.391364366,0.398318897,0.405170368,0.41192521,0.418592014,0.425181078,0.431703956,0.438172057,0.444595553,0.450983503,0.457344042,0.463684538,0.470011716,0.476331755,0.482650374,0.488972899,0.495304317,0.501649327,0.508012354,0.514397293,0.520807219,0.527244443,0.533710613,0.540206788,0.546733505,0.553290844,0.559878474,0.566495698,0.573141495,0.579814552,0.586513297,0.593236017,0.599980962,0.606746359,0.613530418,0.620331331,0.627147274,0.633976408,0.64081688,0.647666828,0.654524375,0.661387636
02/08/2017,0.232050366,0.237604321,0.24729347,0.259310148,0.272001254,0.284321594,0.295852525,0.306501864,0.316369047,0.325609914,0.334365492,0.342746184,0.350836874,0.358700694,0.366381156,0.373907841,0.3813005,0.38857178,0.395729258,0.402779086,0.409729239,0.416589457,0.423370855,0.43008564,0.436746774,0.443366584,0.449955679,0.456523157,0.46307686,0.469623584,0.476169252,0.482719045,0.489277519,0.495848692,0.502436127,0.509042989,0.515672086,0.522325685,0.529005328,0.535711892,0.542445673,0.549206452,0.55599356,0.562805923,0.569642111,0.576500375,0.583378684,0.590274748,0.597186065,0.604110097,0.611044439,0.617986827,0.624935122,0.631887299,0.638841435,0.645795704,0.652748364,0.659697753,0.66664228,0.673580419
03/08/2017,0.211049502,0.214874829,0.223561423,0.234763943,0.246450558,0.257448383,0.26739963,0.276313141,0.284362836,0.291773765,0.298744149,0.305427572,0.311920103,0.318273087,0.324518885,0.330677873,0.336761963,0.342776958,0.348724395,0.354605783,0.36042623,0.366194014,0.371919901,0.377616622,0.383298348,0.388978682,0.394668847,0.400377903,0.406113124,0.411880295,0.417683949,0.423527566,0.429413732,0.435344268,0.441320344,0.447342564,0.453411047,0.459525494,0.465685246,0.471889332,0.478136505,0.484425275,0.490753939,0.497120603,0.503523205,0.50995953,0.516427231,0.522923841,0.529446794,0.535993567,0.542561811,0.549149352,0.555754169,0.562374383,0.569008242,0.575654113,0.582310468,0.588975878,0.595649002,0.60232858
04/08/2017,0.211126958,0.215447045,0.223363217,0.233317353,0.244057102,0.254809217,0.265204,0.275051162,0.284303677,0.293018768,0.301289359,0.309209755,0.31685532,0.324279076,0.331519845,0.338606845,0.34556252,0.352404418,0.359146574,0.36580152,0.372381847,0.378900308,0.385369788,0.391803269,0.398213719,0.404612931,0.411010543,0.417414309,0.423830422,0.430263776,0.436718172,0.443196495,0.449700845,0.456232658,0.462792801,0.469381646,0.475999146,0.482644919,0.489318329,0.496018522,0.50274445,0.509494895,0.516268489,0.523063733,0.529879007,0.536712589,0.54356266,0.550427317,0.557304593,0.564192566,0.571089471,0.577993695,0.584903763,0.591818327,0.598736149,0.6056561,0.61257714,0.619498318,0.626418764,0.633337677
07/08/2017,0.211493153,0.215190771,0.222590495,0.231734492,0.241362608,0.250813135,0.259817556,0.268273888,0.276203615,0.283706249,0.290903764,0.297911602,0.304799448,0.311590303,0.318294526,0.3249157,0.33145262,0.337900627,0.344252823,0.350504324,0.356655708,0.36271216,0.368682475,0.374578301,0.380413403,0.386201451,0.3919543,0.397682163,0.403393896,0.409097222,0.414798913,0.420504941,0.426220598,0.431950596,0.43769915,0.443470046,0.449266688,0.45509199,0.460948274,0.466837329,0.472760479,0.478718632,0.484712333,0.490741805,0.496806983,0.502907546,0.509042944,0.515212423,0.521415049,0.527649772,0.533915499,0.540211104,0.546535428,0.552887288,0.559265475,0.565668757,0.572095882,0.578545579,0.585016558,0.591507517
08/08/2017,0.211689389,0.214917886,0.221829639,0.230631161,0.240128549,0.249701243,0.259075402,0.268102147,0.276729673,0.284970916,0.292860123,0.300435905,0.307741238,0.314817198,0.32169551,0.328400744,0.334952421,0.341366417,0.34765599,0.353833322,0.359910708,0.365900623,0.371815686,0.377668625,0.38347218,0.389238232,0.394977129,0.400697892,0.406408439,0.412115773,0.417826126,0.423545079,0.429277666,0.435028448,0.440801584,0.446600888,0.45242986,0.458291538,0.464188334,0.470122083,0.476094113,0.482105308,0.488156155,0.494246793,0.500377052,0.506546483,0.512754391,0.518999859,0.525281775,0.531598904,0.537949959,0.544333612,0.550748499,0.557193221,0.563666351,0.570166433,0.576691985,0.583241503,0.589813461,0.596406316
09/08/2017,0.211394755,0.215115157,0.222415547,0.231415365,0.240868967,0.250111781,0.25887515,0.267052981,0.274660738,0.28178086,0.288508682,0.294929708,0.301113931,0.307114828,0.312969759,0.318704577,0.324337007,0.329878907,0.335337967,0.340721065,0.346037295,0.351297799,0.356515329,0.361703905,0.366878407,0.37205273,0.37723836,0.382444654,0.387679214,0.392948176,0.398256447,0.403607898,0.40900552,0.414451555,0.419947599,0.425494697,0.431093413,0.436743883,0.44244586,0.448198756,0.454001687,0.459853507,0.46575284,0.471698104,0.477687534,0.483719204,0.489791043,0.495900848,0.502046309,0.508225119,0.514435079,0.520674095,0.526940173,0.533231407,0.53954597,0.54588211,0.552238141,0.558612437,0.565003429,0.5714096
10/08/2017,0.211371329,0.215123547,0.222352303,0.231015995,0.239804434,0.248114066,0.255821672,0.262987293,0.269727094,0.276144011,0.282306205,0.288262843,0.294052801,0.299705284,0.30524168,0.310677902,0.316025999,0.321295226,0.326492906,0.331626546,0.336705658,0.341741508,0.346746734,0.351735061,0.356720962,0.361717953,0.366737037,0.37178697,0.376874647,0.382005412,0.387183311,0.39241129,0.397691367,0.403024763,0.408412022,0.413853099,0.419347451,0.42489419,0.430492221,0.436140276,0.441836935,0.447580647,0.453369739,0.459202438,0.465076874,0.470991098,0.476943083,0.482930739,0.488951922,0.495004519,0.501086532,0.507196069,0.513331341,0.519490646,0.525672367,0.531874961,0.538096951,0.544336925,0.550593526,0.55686545
11/08/2017,0.210966903,0.215455715,0.222769347,0.231081724,0.239322864,0.247052267,0.254187819,0.260788154,0.26697698,0.272885637,0.27861571,0.284237606,0.289776464,0.295226804,0.300585686,0.305854478,0.311037589,0.316141626,0.321174837,0.326147001,0.331069374,0.335954383,0.340815377,0.34566643,0.350522062,0.355395581,0.360297673,0.365236716,0.370219179,0.375249936,0.380332529,0.385469371,0.39066192,0.395910817,0.401216007,0.406576831,0.411992122,0.417460416,0.422980143,0.428549651,0.434167221,0.439831071,0.445539365,0.451290218,0.457081705,0.462911861,0.468778686,0.474680151,0.480614204,0.486578832,0.492572119,0.498592242,0.504637462,0.51070612,0.516796622,0.522907443,0.529037111,0.535184212,0.541347376,0.547525281
14/08/2017,0.210719678,0.215832013,0.224216017,0.233515876,0.242552615,0.250919532,0.258581818,0.265638122,0.272244549,0.278554788,0.284685834,0.290717129,0.296672004,0.302536761,0.308301435,0.313961343,0.319515526,0.32496572,0.330315747,0.335572268,0.340745457,0.345848337,0.35089616,0.355905945,0.360895908,0.365883003,0.370880995,0.375900845,0.380951192,0.386038741,0.391168572,0.396344399,0.401568772,0.406843251,0.412168546,0.417544637,0.422970884,0.428446271,0.433969625,0.43953965,0.445154944,0.450814011,0.456515269,0.462257066,0.468037681,0.473855336,0.479708201,0.485594399,0.491512013,0.497459152,0.503434013,0.509434884,0.515460132,0.5215082,0.527577597,0.533666893,0.539774715,0.545899737,0.552040685,0.558196324
15/08/2017,0.211195272,0.216340755,0.224103797,0.232451374,0.24048127,0.248020145,0.25513919,0.26193715,0.268514382,0.274952525,0.281302961,0.287594367,0.293828597,0.29999212,0.306074977,0.31207095,0.317976463,0.323789851,0.32951096,0.335142107,0.340688895,0.346159609,0.351564634,0.356916017,0.362226997,0.367510323,0.372776944,0.37803621,0.383296147,0.388563677,0.393844796,0.39914472,0.404468002,0.409818629,0.415200104,0.420615515,0.426067576,0.431558526,0.437090008,0.442663118,0.448278475,0.453936275,0.459636342,0.465378171,0.471160961,0.476983651,0.482844947,0.488743344,0.494677156,0.500644618,0.506643988,0.512673557,0.518731643,0.524816593,0.530926775,0.537060581,0.543216421,0.549392723,0.555587933,0.56180051
16/08/2017,0.211789295,0.217162766,0.224711382,0.232881857,0.241045993,0.249101526,0.25708602,0.265012459,0.27286167,0.28057754,0.288082462,0.295299771,0.302202663,0.308812577,0.315156824,0.321264174,0.32716443,0.332888139,0.338466271,0.343928268,0.34930015,0.354605019,0.359863695,0.365095189,0.370316964,0.37554411,0.380788718,0.38606031,0.391366294,0.396712306,0.402102503,0.40753979,0.413026011,0.418562107,0.424148239,0.429783905,0.435468032,0.441199174,0.446975698,0.452795821,0.458657627,0.464559085,0.470498062,0.476472331,0.482479587,0.488517452,0.494583483,0.500675181,0.506790003,0.51292549,0.519079381,0.525249607,0.531434275,0.53763165,0.543840141,0.550058286,0.556284746,0.562518288,0.568757781,0.575002185
17/08/2017,0.212125844,0.217620679,0.225403898,0.233796944,0.24209402,0.250155945,0.257978916,0.265549271,0.272861987,0.279922252,0.286736659,0.293316038,0.299679914,0.305852437,0.311854849,0.317705843,0.323422307,0.329019831,0.334513079,0.339916446,0.345244617,0.35051255,0.355735419,0.360928566,0.366107365,0.371285845,0.376475419,0.381685189,0.386922346,0.392192489,0.397499878,0.402847648,0.408237977,0.413672226,0.419151058,0.424674533,0.430242198,0.435853245,0.441506655,0.44720123,0.452935614,0.458708317,0.464517727,0.470362124,0.476239692,0.482148531,0.488086664,0.494052045,0.500042578,0.50605621,0.512091036,0.518145288,0.524217326,0.530305624,0.536408759,0.542525406,0.548654325,0.554794355,0.560944407,0.567103461
18/08/2017,0.212291178,0.217373053,0.224584959,0.232629889,0.240804093,0.248915499,0.256898406,0.264688232,0.272247325,0.279568117,0.286655502,0.293521922,0.300187162,0.306673735,0.313001464,0.319187845,0.325248728,0.331198776,0.33705177,0.342820763,0.348518176,0.354155939,0.359745594,0.365298377,0.370825216,0.376336047,0.381839226,0.38734174,0.392849442,0.398367238,0.403899244,0.409448905,0.4150191,0.420612223,0.426230254,0.431874813,0.437547212,0.443248436,0.448979144,0.454739696,0.460530196,0.466350517,0.472200333,0.478079139,0.483986269,0.489920917,0.495882152,0.501868926,0.507880097,0.513914485,0.519970935,0.526048315,0.53214552,0.538261463,0.544395079,0.550545318,0.556711148,0.562891552,0.569085525,0.575292075
21/08/2017,0.212573912,0.218522139,0.226637257,0.235222232,0.243588971,0.251647778,0.259420466,0.266918147,0.274148736,0.281112751,0.287809358,0.294247527,0.300453782,0.306462851,0.312305232,0.318007617,0.323594017,0.329086503,0.334505634,0.339869843,0.345194882,0.35049433,0.355780062,0.361062606,0.366351359,0.371654257,0.376977516,0.382325889,0.387702926,0.393111165,0.398552305,0.404027328,0.409536613,0.415080026,0.420656988,0.426266541,0.431907409,0.437578186,0.443277506,0.449004046,0.45475653,0.460533716,0.466334396,0.47215739,0.478001545,0.483865729,0.489748833,0.495649764,0.501567449,0.507500859,0.513449033,0.519411084,0.525386181,0.531373556,0.537372486,0.543382299,0.549402365,0.55543209,0.56147092,0.56751833
22/08/2017,0.212752534,0.21899032,0.227101607,0.235679555,0.244086423,0.252249441,0.260196378,0.267938381,0.275472765,0.282781223,0.289844337,0.296656968,0.303241096,0.309633031,0.315862896,0.321955108,0.327930056,0.333805222,0.339595935,0.345315802,0.350977008,0.356590626,0.36216686,0.367715222,0.37324463,0.378763003,0.384276962,0.389792016,0.395312753,0.400842994,0.406385918,0.411944161,0.417519897,0.423114911,0.428730647,0.434368262,0.44002866,0.445712496,0.451420174,0.457151872,0.462907573,0.468687086,0.474490067,0.480316035,0.486164388,0.492034419,0.497925322,0.503836205,0.509766105,0.515714032,0.521679028,0.527660167,0.533656552,0.53966731,0.545691595,0.551728581,0.557777462,0.56383745,0.569907774,0.575987678
23/08/2017,0.212885682,0.219339466,0.227642989,0.236478059,0.245277772,0.254003855,0.262670216,0.271234312,0.279616182,0.287710961,0.295422618,0.302686172,0.30951905,0.315997912,0.32218992,0.328151081,0.333929532,0.339567725,0.345103728,0.350569457,0.355988628,0.361378199,0.36674984,0.372111038,0.377466026,0.382817481,0.38816783,0.393519387,0.398874373,0.404234929,0.409603132,0.414981001,0.420370512,0.425773596,0.431192155,0.436628056,0.442083132,0.447559019,0.453057,0.458578031,0.46412278,0.469691659,0.475284859,0.480902369,0.486544004,0.49220942,0.497898132,0.503609531,0.509342894,0.515097438,0.520872358,0.526666835,0.532480036,0.538311116,0.54415922,0.550023483,0.555903029,0.561796977,0.567704436,0.573624509
24/08/2017,0.213367754,0.220473322,0.230208441,0.240039431,0.24905472,0.257315912,0.265111633,0.272663925,0.280065438,0.287299665,0.294318326,0.301095799,0.307643914,0.313991186,0.320162903,0.326180859,0.332064384,0.337831031,0.343496992,0.34907684,0.354583216,0.3600272,0.365418645,0.370766435,0.376078663,0.381362581,0.386624506,0.391869964,0.397103823,0.402330402,0.407553563,0.41277678,0.418003198,0.423235681,0.428476853,0.433729131,0.438994746,0.444275658,0.449573487,0.454889543,0.460224861,0.465580239,0.47095626,0.47635332,0.481771649,0.487211327,0.492672301,0.498154398,0.503657341,0.509180779,0.514724317,0.520287523,0.525869931,0.531471045,0.537090341,0.542727268,0.548381254,0.554051704,0.559738006,0.565439527
25/08/2017,0.213573109,0.220739669,0.23044436,0.24029296,0.249485616,0.258104918,0.266362637,0.274390302,0.282214558,0.289785956,0.297043451,0.303959996,0.310555401,0.316873022,0.322953115,0.328831603,0.334541353,0.340113021,0.345575473,0.350954208,0.356270026,0.361539878,0.366777707,0.371995071,0.37720161,0.382405278,0.387612502,0.392828437,0.398057187,0.403301978,0.408565303,0.413849032,0.419154512,0.424482637,0.429833921,0.435208541,0.440606397,0.446027195,0.451470525,0.456935889,0.462422702,0.46793031,0.473457994,0.479004979,0.484570438,0.490153501,0.495753258,0.501368761,0.506999037,0.512643146,0.51830024,0.52396956,0.529650428,0.53534224,0.541044458,0.546756606,0.55247826,0.55820905,0.563948652,0.569696783
28/08/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
